ticket_id,subject,body,channel,priority,created_ts,category,urgency,sentiment
TK-100164,App crashes when I upload a file,I've been waiting for days!! App crashes when I upload a file. Can someone look into this?,phone,Low,2026-03-04 13:37:00,Bug/Error,high,negative
TK-100165,Dashboard shows blank screen,This is really frustrating. Dashboard shows blank screen. I need this resolved.,email,Medium,2026-02-13 02:32:00,Bug/Error,high,negative
TK-100154,Refund not received yet,This is really frustrating. Refund not received yet. Please advise.,web_form,Low,2026-06-18 12:04:00,Billing,high,negative
TK-100155,Do you have API documentation,This is really frustrating. Do you have API documentation. Any update would help.,web_form,High,2026-04-18 14:21:00,General,medium,negative
TK-100156,What are your business hours,Please respond ASAP. What are your business hours. Please advise.,web_form,Low,2026-01-22 01:09:00,General,low,positive
TK-100157,Why did my subscription price go up,I've been waiting for days!! Why did my subscription price go up. Any update would help.,phone,High,2026-05-05 19:28:00,Billing,high,negative
TK-100198,Cancel my plan and refund me,Cancel my plan and refund me. I need this resolved.,web_form,Low,2026-02-21 01:50:00,Billing,high,negative
TK-100199,Data not syncing between devices,I've been waiting for days!! Data not syncing between devices. Please advise.,web_form,High,2026-05-02 08:02:00,Bug/Error,high,negative
TK-100200,Why did my subscription price go up,Thanks for your help. Why did my subscription price go up. Can someone look into this?,phone,Urgent,2026-04-05 13:56:00,Billing,medium,neutral
TK-100201,Getting a 500 error on checkout,I've been waiting for days!! Getting a 500 error on checkout. Any update would help.,email,Urgent,2026-04-05 16:17:00,Bug/Error,high,negative
TK-100258,Password reset email never arrives,This is really frustrating. Password reset email never arrives. Any update would help.,twitter,High,2026-02-09 14:47:00,Login/Access,high,negative
TK-100259,Do you have API documentation,I've been waiting for days!! Do you have API documentation. Please advise.,web_form,Low,2026-06-20 06:48:00,General,high,negative
TK-100260,Need bulk edit functionality,Not happy about this. Need bulk edit functionality. I need this resolved.,email,Medium,2026-01-20 18:07:00,Feature Request,high,negative
TK-100261,Package arrived damaged,This is really frustrating. Package arrived damaged. I need this resolved.,web_form,Urgent,2026-05-14 14:07:00,Shipping,high,negative
TK-100238,Would love a mobile app,I've been waiting for days!! Would love a mobile app. Let me know next steps.,twitter,Urgent,2026-04-16 16:49:00,Feature Request,medium,positive
TK-100239,Refund not received yet,Please respond ASAP. Refund not received yet. Let me know next steps.,phone,Urgent,2026-05-24 10:42:00,Billing,high,negative
TK-100240,Account locked after failed attempts,Please respond ASAP. Account locked after failed attempts. I need this resolved.,chat,Urgent,2026-05-20 11:43:00,Login/Access,high,negative
TK-100241,Two-factor code not working,Please respond ASAP. Two-factor code not working. I need this resolved.,chat,Medium,2026-02-27 09:49:00,Login/Access,high,negative
TK-100234,Data not syncing between devices,Please respond ASAP. Data not syncing between devices. Please advise.,chat,Urgent,2026-05-06 22:36:00,Bug/Error,high,negative
TK-100235,Dashboard shows blank screen,Not happy about this. Dashboard shows blank screen. Can someone look into this?,email,Urgent,2026-04-17 18:19:00,Bug/Error,high,negative
TK-100236,Do you have API documentation,Please respond ASAP. Do you have API documentation. Let me know next steps.,web_form,Urgent,2026-01-14 18:30:00,General,low,neutral
TK-100237,Is there a student discount,Is there a student discount. Please advise.,email,Urgent,2026-06-29 03:12:00,Feature Request,low,neutral
TK-100158,Where is my order,Thanks for your help. Where is my order. Any update would help.,twitter,Urgent,2026-01-29 09:43:00,Shipping,medium,positive
TK-100159,What are your business hours,What are your business hours. Let me know next steps.,email,Medium,2026-04-12 19:03:00,General,low,neutral
TK-100160,Password reset email never arrives,Thanks for your help. Password reset email never arrives. I need this resolved.,phone,Urgent,2026-03-25 03:00:00,Login/Access,high,positive
TK-100161,Account locked after failed attempts,Please respond ASAP. Account locked after failed attempts. Let me know next steps.,chat,Low,2026-05-09 17:53:00,Login/Access,high,negative
TK-100190,Why did my subscription price go up,This is really frustrating. Why did my subscription price go up. Let me know next steps.,twitter,Urgent,2026-05-21 23:38:00,Billing,high,negative
TK-100191,Getting a 500 error on checkout,Thanks for your help. Getting a 500 error on checkout. Can someone look into this?,twitter,Urgent,2026-01-13 07:26:00,Bug/Error,medium,positive
TK-100192,Cancel my plan and refund me,Please respond ASAP. Cancel my plan and refund me. Please advise.,twitter,Medium,2026-01-05 20:32:00,Billing,high,negative
TK-100193,Two-factor code not working,I've been waiting for days!! Two-factor code not working. Can someone look into this?,twitter,Urgent,2026-06-07 11:15:00,Login/Access,high,negative
TK-100230,Tracking number is invalid,Please respond ASAP. Tracking number is invalid. I need this resolved.,email,Medium,2026-06-09 21:39:00,Shipping,high,negative
TK-100231,Can you support CSV export,Thanks for your help. Can you support CSV export. Please advise.,twitter,Urgent,2026-04-04 04:12:00,Feature Request,low,positive
TK-100232,I was charged twice this month,I was charged twice this month. Let me know next steps.,phone,Medium,2026-03-27 15:33:00,Billing,high,negative
TK-100233,Package arrived damaged,Thanks for your help. Package arrived damaged. Please advise.,twitter,High,2026-03-23 05:25:00,Shipping,medium,negative
TK-100066,Delivery is two weeks late,Please respond ASAP. Delivery is two weeks late. Let me know next steps.,phone,Urgent,2026-05-05 07:17:00,Shipping,high,negative
TK-100067,Can you support CSV export,Not happy about this. Can you support CSV export. Any update would help.,web_form,Low,2026-02-12 14:58:00,Feature Request,medium,negative
TK-100068,Delivery is two weeks late,Not happy about this. Delivery is two weeks late. Can someone look into this?,web_form,Urgent,2026-01-22 20:27:00,Shipping,high,negative
TK-100069,Why did my subscription price go up,I've been waiting for days!! Why did my subscription price go up. I need this resolved.,chat,Urgent,2026-02-24 14:20:00,Billing,high,negative
TK-100246,Do you have API documentation,This is really frustrating. Do you have API documentation. Let me know next steps.,chat,Urgent,2026-01-14 03:26:00,General,medium,negative
TK-100247,Is there a student discount,Is there a student discount. Please advise.,phone,Urgent,2026-02-10 13:41:00,Feature Request,low,neutral
TK-100248,Two-factor code not working,Thanks for your help. Two-factor code not working. I need this resolved.,email,Medium,2026-06-15 01:58:00,Login/Access,medium,positive
TK-100249,How do I change my email,This is really frustrating. How do I change my email. Any update would help.,phone,Urgent,2026-02-15 01:53:00,Login/Access,high,negative
TK-100178,Do you have API documentation,Do you have API documentation. Any update would help.,chat,High,2026-05-11 11:01:00,General,low,positive
TK-100179,Two-factor code not working,I've been waiting for days!! Two-factor code not working. Let me know next steps.,email,High,2026-02-27 04:09:00,Login/Access,high,negative
TK-100180,Delivery is two weeks late,Not happy about this. Delivery is two weeks late. Please advise.,twitter,Medium,2026-01-10 21:21:00,Shipping,high,negative
TK-100181,Would love a mobile app,This is really frustrating. Would love a mobile app. Let me know next steps.,web_form,Urgent,2026-06-27 19:51:00,Feature Request,medium,negative
TK-100210,Cannot log into my account,I've been waiting for days!! Cannot log into my account. Let me know next steps.,chat,High,2026-04-24 02:51:00,Login/Access,high,negative
TK-100211,Invoice shows wrong amount,Please respond ASAP. Invoice shows wrong amount. I need this resolved.,web_form,High,2026-03-18 05:45:00,Billing,high,negative
TK-100212,Cannot log into my account,This is really frustrating. Cannot log into my account. Let me know next steps.,chat,High,2026-03-02 15:01:00,Login/Access,high,negative
TK-100213,Package arrived damaged,Please respond ASAP. Package arrived damaged. Can someone look into this?,phone,Urgent,2026-01-17 09:25:00,Shipping,high,negative
TK-100250,What are your business hours,What are your business hours. Can someone look into this?,email,High,2026-03-18 18:38:00,General,low,neutral
TK-100251,Need bulk edit functionality,Please respond ASAP. Need bulk edit functionality. Any update would help.,chat,Medium,2026-02-04 16:29:00,Feature Request,low,positive
TK-100252,Getting a 500 error on checkout,Not happy about this. Getting a 500 error on checkout. Any update would help.,web_form,Low,2026-06-15 08:45:00,Bug/Error,high,negative
TK-100253,Data not syncing between devices,Not happy about this. Data not syncing between devices. Let me know next steps.,phone,Urgent,2026-02-14 19:54:00,Bug/Error,high,negative
TK-100254,App crashes when I upload a file,I've been waiting for days!! App crashes when I upload a file. Can someone look into this?,chat,Medium,2026-02-17 04:30:00,Bug/Error,high,negative
TK-100255,Export button does nothing,This is really frustrating. Export button does nothing. Any update would help.,twitter,Low,2026-03-10 10:19:00,Bug/Error,high,negative
TK-100256,What are your business hours,Not happy about this. What are your business hours. Let me know next steps.,phone,High,2026-01-16 21:07:00,General,low,negative
TK-100257,Need bulk edit functionality,Not happy about this. Need bulk edit functionality. I need this resolved.,chat,High,2026-06-26 03:40:00,Feature Request,high,negative
TK-100262,Tracking number is invalid,Tracking number is invalid. Any update would help.,phone,Low,2026-02-03 16:26:00,Shipping,medium,neutral
TK-100263,Can you support CSV export,Not happy about this. Can you support CSV export. Can someone look into this?,email,Medium,2026-04-12 08:52:00,General,medium,negative
TK-100264,I was charged twice this month,I've been waiting for days!! I was charged twice this month. I need this resolved.,email,Low,2026-06-29 02:34:00,Bug/Error,high,negative
TK-100265,Why did my subscription price go up,I've been waiting for days!! Why did my subscription price go up. Let me know next steps.,phone,High,2026-02-04 20:46:00,Billing,high,negative
TK-100218,Is there a student discount,Please respond ASAP. Is there a student discount. Please advise.,twitter,High,2026-02-09 05:42:00,General,low,neutral
TK-100219,I was charged twice this month,I was charged twice this month. Can someone look into this?,web_form,Urgent,2026-06-14 18:16:00,Billing,high,negative
TK-100220,How do I change my email,I've been waiting for days!! How do I change my email. Please advise.,phone,Medium,2026-03-16 20:19:00,Login/Access,high,negative
TK-100221,Can you support CSV export,I've been waiting for days!! Can you support CSV export. Can someone look into this?,phone,Urgent,2026-06-26 01:10:00,Feature Request,high,negative
TK-100122,Data not syncing between devices,This is really frustrating. Data not syncing between devices. Can someone look into this?,chat,Urgent,2026-04-24 11:37:00,Bug/Error,high,negative
TK-100123,Export button does nothing,Thanks for your help. Export button does nothing. Let me know next steps.,web_form,Urgent,2026-04-09 15:06:00,Bug/Error,low,positive
TK-100124,Data not syncing between devices,Thanks for your help. Data not syncing between devices. I need this resolved.,chat,Low,2026-01-06 21:25:00,Bug/Error,medium,positive
